AMPID,TITLE,LATITUDE,LONGITUDE,TYPE,DESCRIPTION
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.13333,-87.15,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.61361,-87.17028,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14,-87.06278,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.76667,-86.83333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.28333,-86.96667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.96667,-86.86667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.53417,-87.15361,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.91667,-86.98333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.35222,-87.09028,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.5,-86.8,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.4975,-87.17806,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.35,-86.88333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.9,-86.78333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.91667,-86.3,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.87194,-87.37111,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.94389,-87.3475,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.63389,-87.05278,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.21528,-87.13583,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.26639,-87.09639,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.6,-87.01667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.43333,-86.98333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.08333,-86.7,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.86861,-87.15889,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.91667,-87.23333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.01667,-86.66667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.7,-87.06278,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.25,-87.08333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.85,-86.03333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.35,-86.91667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.58333,-86.73333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.77972,-87.01417,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.59778,-87.12972,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.9,-87.51667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14,-86.65,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.11667,-86.98333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.7,-86.93333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.31667,-86.51667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.5,-86.91667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.49528,-87.02417,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.66667,-86.95,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.06667,-86.68333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.96667,-86.88333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.56694,-87.03528,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.88333,-86.85,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,15.2,-85.4,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.96667,-86.7,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.87694,-87.2025,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.41667,-87.1,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14,-87.53333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.51667,-86.88333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.22778,-87.35833,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.25,-86.91667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.7,-86.1,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.91667,-86.86667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.81667,-86.61667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.32639,-87.28111,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.58333,-87.1,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.33639,-87.30667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.66667,-86.75,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.41667,-86.95,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.98278,-87.08083,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.1,-87.11667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.85,-87.23333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.05,-87.58333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.2,-86.98333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.73333,-86.9,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.73333,-86.93333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.1,-87.08333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.81667,-86.63333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.41667,-86.78333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.41667,-87.13333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.1,-87.11667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.65,-86.75,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.92444,-87.19917,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.63333,-86.93333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.42333,-87.01389,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.5,-87.16667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.56944,-87.115,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.14833,-87.08083,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.12361,-87.01278,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.65778,-87.09583,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.93333,-86.73333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.05,-86.73333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.8,-86.8,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.28333,-86.9,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14,-86.75,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.56667,-86.9,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.86667,-86.78333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.7,-86.13333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.71667,-86.05,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.33333,-86.73333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.66056,-87.16806,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.98167,-87.10167,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.30556,-87.28806,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.79389,-87.185,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.51972,-87.16917,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.7,-86.08333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.43528,-87.01722,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.96667,-86.63333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.2525,-87.08778,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.9525,-87.02944,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.61667,-86.75,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.63417,-87.205,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.05,-87.53333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.03333,-87.53333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.98722,-87.11278,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.56667,-86.71667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.66667,-86.81667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.5,-87.08333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.68333,-86.85,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.1,-86.75,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.08333,-86.7,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.78722,-87.19361,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.43194,-87.00167,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.1,-87.08333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.40167,-87.00222,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.1,-87.03333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.5,-86.7,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.11167,-87.02139,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.48333,-86.81667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.47,-87.09083,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.27389,-87.33222,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.70139,-87.24361,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.84972,-87.32083,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.72556,-87.15583,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.19639,-87.41806,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.52167,-87.1475,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.53778,-87.17083,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.48389,-87.01056,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.68333,-86.98333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.96667,-87.03333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.93333,-86.36667,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.86667,-87.03333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.25,-87.35,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.54833,-87.13389,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.73333,-86.68333,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,13.95556,-87.16639,MULTISECTOR / CORTE CRUZADO,
UNEU006,FORCUENCAS - Refuerzo de la GestiÃ_n Local de los Recursos Naturales de las Cuencas de los RÃ_os Patuca y Choluteca,14.23333,-86.95,MULTISECTOR / CORTE CRUZADO,
